pn,alias,direction,industry,rel_day,pub_date,provider,title,content,news_id,category,consensus_relevance,consensus_stance,consensus_status,rel_1,rel_2,rel_3,stance_1,stance_2,stance_3,conf_1,conf_2,conf_3,reason_1,reason_2,reason_3
6,반도체 초강대국,+,반도체,21,2022-08-11,서울경제,[김태기의 인사이트]K방산을 경제성장 돌파구로,한국의 방위산업이 세계 무대에서 라이징 스타로 떠오르고 있다. 반도체 등이 각광을 받고 대중음악 및 영화와 화장품·식품 등이 한류를 일으킨다는 사실은 알려져 있지만 한국의 무기 수출이 급증한다는 소식은 최근의 이야기다. 수출입은행에 의하면 지난 5년간 한국의 무기 수출은 177% 증가해 세계에서 가장 높았고 액수로는 세계 8위였다. 올해에는 K방산이 폭발적,02100311.20220811070116001,"경제>산업_기업, 경제>무역, 국제>일본",1,support,needs_review_low,1,1,2,support,support,support,low,medium,medium,"K방산 부상 칼럼, 반도체 초강대국 직접성 약함","반도체 등 한국 산업 부상, 초강대국 시기 맥락","K방산·반도체 부상 분석, 반도체 초강대국 호재 톤"
46,미국 IRA,+,2차전지/에너지,-5,2022-08-11,서울경제,"정부 “美 인플레 감축 법안, 통상규범 위배 소지”",우리 정부가 미국 측에 ‘인플레이션 감축 법안(Inflation Reduction Act)’에 포함된 전기차 보조금 관련 규정 완화를 요청했다. 국내 전기차 업계에서는 해당 법안이 통과되면 한국에서 조립된 전기차가 미국에서 판매될 경우 보조금을 받지 못할 수 있다는 우려를 제기한다. 실제 해당 법안은 미국에서 조립된 전기차에만 보조금을 제공하도록 하는 내용,02100311.20220811173418001,"경제>자동차, 경제>무역",2,contradict,unanimous,2,2,2,contradict,contradict,contradict,high,high,high,"정부 IRA 통상규범 위배 우려, 한국 부담 악재",IRA 전기차 보조금 한국 제외 우려 호재 반대,美 IRA로 한국 전기차 보조금 제외 부담 악재성
47,배터리 전략,+,2차전지/에너지,-22,2022-10-10,서울경제,"포스코홀딩스-LG엔솔, 2차전지 전 분야 협력 강화","포스코홀딩스와 LG에너지솔루션(373220)이 2차전지 전체 분야에 걸쳐 협력을 강화한다. 신북미자유무역협정(USMCA), 인플레이션 감축법(IRA) 등으로 글로벌 공급망 문제가 부상하는 상황에서 양사의 협력을 강화해 경쟁력을 높이겠다는 계획이다. 
 

 양사는 7일 서울 여의도 파크원에서 최정우 포스코그룹 회장, 권영수 LG에너지솔루션 부회장 등이 참석",02100311.20221010103153001,"경제>산업_기업, IT_과학>과학, 경제>자원",2,support,unanimous,2,2,2,support,support,support,high,high,high,포스코·LG엔솔 IRA·USMCA 대응 협력 강화,"배터리 전략 맥락 IRA 대응 협력, 호재","포스코·LG엔솔 2차전지 전 분야 협력, 배터리 전략 호재"
19,금투세 폐지,+,금융/증권,0,2024-11-04,서울경제,"밸류업 ETF·ETN 상장 첫 날 일제히 상승…“韓 증시, 질적 성장할 때”",여야가 금융투자소득세(이하 금투세) 폐지에 합의에 이른 날 상장한 ‘코리아 밸류업’ 상장지수펀드(ETF)·상장지수증권(ETN) 13종은 일제히 상승곡선을 그렸다. 정부가 연초부터 코리아디스카운트(한국증시 저평가 현상) 해소를 위해 추진해온 밸류업(기업가치 제고) 프로그램의 일환으로 야심차게 내놓은 투자상품이 금투세 폐지에 힘입어 탄력을 받은 셈이다. 정은보,02100311.20241104170445001,"경제>증권_증시, 경제>금융_재테크",2,support,unanimous,2,2,2,support,support,support,high,high,high,"금투세 폐지 합의 후 밸류업 ETF 상승, 호재","금투세 폐지 합의로 ETF 상승, 증시 호재","금투세 폐지 합의 직접 언급, 밸류업 ETF 상승 호재"
10,K칩스법 2차,+,반도체,-14,2024-11-26,서울경제,"여야, 반도체 기업 투자 공제율 5%p 상향 합의","여야가 26일 반도체 기업의 통합 세액공제율을 현행보다 5%포인트 상향하는 내용을 골자로 한 ‘K칩스법(조세특례제한법 개정안)’에 대해 잠정 합의했다. 
 

 국회 기획재정위원회 조세소위는 이날 여야 간사 간 협의체인 소소위 회의를 열고 K칩스법을 상정해 논의한 결과 △반도체 기업 통합 세액공제율 5%포인트 상향 △대기업 연구개발(R&amp;D) 관련 시",02100311.20241126185807001,"정치>국회_정당, 정치>행정_자치, 경제>반도체",2,support,unanimous,2,2,2,support,support,support,high,high,high,K칩스법 5%p 상향 잠정합의 보도,"K칩스법 통합세액공제 5%p 상향 합의, 호재","여야 K칩스법 5%p 상향 합의, 반도체 호재 명확"
10,K칩스법 2차,+,반도체,13,2024-12-23,서울경제,"재계 ""반도체·AI 적극 지원…민·관 소통해 트럼프 대응""","경제계 대표들이 23일 한덕수 대통령 권한대행 국무총리를 만나 반도체·인공지능(AI) 분야에 대한 적극적인 지원과 트럼프 2기에 대응한 민관 협력 강화를 요청했다. 한 권한대행은 “위기 때마다 기업이 극복의 바탕이 됐다”고 격려하며 정부가 건설적인 재정의 역할을 다하겠다고 밝혔다. 
 

 한 권한대행은 이날 서울 삼청동 총리공관에서 경제6단체장을 만나 △",02100311.20241223140502001,"경제>산업_기업, 경제>반도체, 경제>취업_창업",2,support,unanimous,2,2,2,support,support,support,high,high,high,"재계 반도체·AI 적극 지원 요청, K칩스법 호재","반도체 적극 지원 협의, K칩스법 방향 일치","권한대행 반도체 지원 약속, K칩스법 호재 명확"
12,리먼 파산,-,금융/증권,-7,2008-09-08,이투데이,[특징주]美모기지업체 공적자금 투입소식에 금융株 급등,"[이투데이] 김주미 기자 (nicezoom@e-today.co.kr)

미국 재무부가 모기지업체 패니매와 프레디맥에 구제금융을 실시키로 결정한 것이 금융주의 주가를 끌어올리고 있다.

8일 오전 9시 25분 현재 금융업종은 전일보다 6.07% 오른 498.35를 기록중이다.

특히 증권업 지수는 전일보다 8.80% 급등하고 있으며, 은행은 5.22% 상승하",02100351.20080908091216003,"경제>금융_재테크, 경제>증권_증시",1,contradict,unanimous,1,1,1,contradict,contradict,contradict,low,medium,medium,패니매·프레디맥 구제금융 금융주 급등 보도,리먼파산 직전 미 모기지 구제금융으로 금융주 급등,리먼파산 직전 미 구제금융 금융주 급등 호재성
20,자본시장법,+,금융/증권,-16,2009-01-19,이투데이,"투교협, 교원대상 자본시장 심화연수 신규 개설","강재웅 기자@이투데이 [ manrikang@e-today.co.kr ]전국투자자교육협의회는 19일부터 21일까지 3일간 초·중등 교원 80여명을 대상으로 자본시장 심화연수를 실시한다고 밝혔다.이번 연수는 지난해 5월 서울시교육청과 맺은 ‘청소년 금융교육 활성화 MOU 체결’에 따른 것으로, 서울시교육청으로부터 학점 인정을 받은 과정이다.특히 자본시장 일반연",02100351.20090119110600001,"경제>증권_증시, 경제>금융_재테크",1,neutral,needs_review_low,0,1,1,neutral,neutral,neutral,medium,low,medium,교원 연수 행사 기사로 정책 효과 무관,자본시장 키워드 등장하나 교육 행사 기사,"자본시장 연수 언급, 정책 영향 직접 다루지 않음"
36,약가인하,-,바이오/제약,-23,2012-03-09,이투데이,"일성신약·에리슨제약, 약가인하 취소소송 제기","[이투데이] 전민정 기자(puri21@etoday.co.kr)일선신약과 에리슨제약이 보건복지부를 상대로 약가인하 취소소송을 제기했다. 9일 업계에 따르면 일성신약과 에리슨제약은 법무법인 태평양을 통해 서울행정법원에 복지부의 약가인하고시처분 취소소송소장을 접수했다. 일성신약은 25개 품목, 에리슨제약은 3개 품목이 약가 인하 대상에 포함됐다. 이로써 현재까지",02100351.20120309070500054,"사회>사건_사고, 경제>국제경제",2,support,unanimous,2,2,2,support,support,support,high,high,high,"약가인하 취소소송 제기, 제약업계 타격 보도","약가인하 취소소송 제기, 정책 악재 직접 다룸",약가인하 취소소송 제기로 제약사 타격 명확
36,약가인하,-,바이오/제약,29,2012-04-30,이투데이,"동아제약, 1분기 영업익 전년비 46%↓…약가인하 피해 현실화",[이투데이] 전민정 기자(puri21@etoday.co.kr)정부의 일괄 약가인하로 인한 제약업계 매출손실이 현실화되고 있다. 약가인하에 앞서 시중에 유통 중인 재고품의 반품 여파 때문이다. 업계 1위인 동아제약도 피해갈 수 없었다. 동아제약은 전문약 부문에서 부진한 실적을 올리며 지난 1분기 영업이익이 반토막이 났다.동아제약은 지난 1분기 영업이익이 16,02100351.20120430070636088,"경제>유통, 경제>산업_기업, IT_과학>IT_과학일반",2,support,unanimous,2,2,2,support,support,support,high,high,high,동아제약 약가인하로 영업익 46% 감소 보도,"약가인하 피해 현실화 보도, 정책 악재 일치","약가인하로 동아제약 1분기 영업익 반토막, 악재"
26,4·1 대책,+,부동산/건설,9,2013-04-10,이투데이,"[기자수첩]부동산 대책, 이제 입법이다 - 강영관 사회생활부 기자",[이투데이] 강영관 기자(kwan@etoday.co.kr)꽁꽁 언 부동산 시장에도 봄은 오려나 보다. 박근혜 정부의 첫 부동산 대책에 대해 시장에서는 대체적으로 긍정적인 평가를 내놓고 있다. 빈사 상태에 빠진 부동산 시장에 한 바가지의 마중물은 됐다는 평가다.수요자들의 관심도 커지고 있다. 대책 발표 후 일주일 동안 겹겹이 쌓였던 수도권 미분양 사업장마다 ,02100351.20130410040439077,정치>행정_자치,2,support,unanimous,2,2,2,support,support,support,high,high,high,4·1 대책 긍정 평가 시장 마중물 기자수첩,4·1 대책 긍정 평가 미분양 사업장 회복 호재 명시,4·1 대책 긍정 평가 봄 회복 호재 단정 보도
37,바이오 육성,+,바이오/제약,20,2019-06-11,이투데이,"文대통령, ‘한-핀란드’ 양국 스타트업과 '혁신' 외쳤다","[이투데이] 이재훈 기자(yes@etoday.co.kr)

문재인 대통령이 우리나라와 핀란드 청년 스타트업 대표와 함께 ‘글로벌 스타트업 혁신’을 외쳤다. 지난 9일부터 핀란드를 국빈 방문하고 있는 문 대통령은 11일(현지시간) 헬싱키 콩그레스 빠시또르니홀에서 중소벤처기업부가 ‘개방형 혁신을 통해 혁신성장의 미래를 본다’는 주제로 마련한 ‘한-핀 스타트업 ",02100351.20190611180916001,"IT_과학>인터넷_SNS, 정치>정치일반",0,neutral,unanimous,0,0,0,neutral,neutral,neutral,medium,medium,medium,한-핀란드 스타트업 행사 동정으로 바이오 무관,스타트업 행사 동정 기사로 바이오 육성 미언급,한-핀란드 스타트업 행사 동정으로 정책 무관
38,백신-CMO,+,바이오/제약,21,2021-04-13,이투데이,얀센·모더나 공급 '안갯속'…러시아·중국 백신 들어올까,"[이투데이] 유혜은 기자(euna@etoday.co.kr)

신종 코로나바이러스 감염증(코로나19)가 4차 유행의 문턱에 다다른 가운데 정부가 결국 새로운 백신의 도입까지 검토하기로 했다. 제약 선진국이 아닌 러시아나 중국이 개발한 백신이 국내 도입 절차를 밟을지 주목된다.
13일 보건당국에 따르면 국내에서는 아스트라제네카와 화이자의 백신만 도입, 접종되고",02100351.20210413173613001,"경제>유통, 국제>러시아, 국제>중국",1,neutral,unanimous,1,1,1,neutral,neutral,neutral,low,medium,low,"러·중 백신 도입 검토, 백신-CMO 정책 직접 없음","백신 도입 검토 보도, CMO 정책 배경 약함","백신 도입 검토 사실 전달, CMO 정책 직접 무관"
5,K반도체 벨트,+,반도체,24,2021-06-06,이투데이,"수자원공사, 반도체 핵심요소 '초순수' 국산화 기술자립 추진","[이투데이] 세종=이해곤 기자(pinvol1973@etoday.co.kr)

한국수자원공사가 반도체 생산 과정에서 필수 요소인 '초순수(初純水·ultrapure water)' 생산과 공급 기술 국산화를 추진한다.

박재현 수자원공사 사장은 4일 평택의 삼성전자 반도체 공장을 방문해 'K-반도체' 협력 전략을 논의했다. 박 사장은 앞서 4월과 5월, 용인, ",02100351.20210606174049001,"경제>반도체, 경제>산업_기업, 경제>유통",2,support,unanimous,2,2,2,support,support,support,medium,high,high,수자원공사 K-반도체 초순수 국산화 추진,K반도체 협력 초순수 국산화 추진 호재 직접,K반도체 협력 초순수 국산화 기술자립 호재 명확
8,K칩스법 1차,+,반도체,-20,2023-03-02,이투데이,"‘배터리ㆍ디스플레이’ 쇼핑 나선 외국인, 반도체서 포트폴리오 확장","[이투데이] 권태성 기자 (tskwon@etoday.co.kr)



외국인 투자자들이 배터리와 디스플레이 대형주를 장바구니에 담으며, 반도체에서 배터리·디스플레이로 포트폴리오를 넓혀가고 있다.

2일 한국거래소에 따르면 외국인 투자자는 올해 들어 삼성SDI를 4460억 원 순매수했다. 삼성전자(3조3280억 원), SK하이닉스(9470억 원), 현대차(4",02100351.20230302141325001,"경제>산업_기업, 경제>증권_증시, 경제>반도체",1,support,needs_review_low,1,1,2,support,support,support,low,medium,medium,외국인 배터리 디스플레이 매수 반도체 확장 보도,K칩스법 시기 외국인 반도체 포트폴리오 확장 호재,K칩스법 시기 외국인 반도체 매수 확장 호재 분명
8,K칩스법 1차,+,반도체,-4,2023-03-18,이투데이,'반도체 세액공제법' 통과 유력…세수 감소 확대 불가피,"[이투데이] 세종=서병곤 기자 (sbg1219@etoday.co.kr)



반도체 시설 투자 세액공제율 확대를 핵심으로 한 ‘조세특례제한법 개정안'(조특법) 처리에 거대 야당인 더불어민주당이 동조하면서 3월 임시국회에서 해당 법안 통과가 유력 시 되고 있다.

다만 해당 법안 통과 시 세수 감소 분 확대가 불가피하게 됐다. 수 조 원의 세액공제 햬택으로 ",02100351.20230318070255002,"경제>반도체, 경제>무역, 경제>취업_창업",2,support,unanimous,2,2,2,support,support,support,high,high,high,K칩스법 반도체 세액공제 통과 유력,"K칩스법 통과 유력, 세액공제 확대 호재","K칩스법 1차 통과 유력, 세액공제율 확대 호재 명확"
8,K칩스법 1차,+,반도체,29,2023-04-20,이투데이,"TSMC, 미국 반도체 보조금 20조 원 기대...일부 조항엔 반발","[이투데이] 전아현 기자 (cahyun@etoday.co.kr)

 세액공제와 공장 보조금 합해 최대 150억 달러 
초과 이익·정보 공유 조항엔 반발 
삼성전자·SK하이닉스도 우려 표해

세계 최대 반도체 위탁생산 업체인 대만 TSMC가 미국 정부에 최대 150억 달러(약 20조 원)의 지원금을 요청할 전망이다. 미국 정부가 지원금의 조건으로 내건 일부 ",02100351.20230420163026001,"경제>반도체, 경제>자동차",1,contradict,needs_review_low,1,1,2,neutral,contradict,contradict,low,low,medium,"TSMC 미국 보조금 기대, 국내 K칩스법 약함","삼성·SK도 미국 조건 우려, K칩스법 호재 톤 약함","TSMC 미국 보조금 vs 삼성·SK 우려, K칩스법 호재 약화"
39,의대증원,-,바이오/제약,-7,2024-01-30,이투데이,"의협, ‘의대정원 확대’ 발표 앞두고 ‘끝장토론’ 제안","[이투데이] 노상우 기자 (nswreal@etoday.co.kr)



정부가 이르면 2월 1일 의과대학 입학정원 확대를 발표할 것으로 알려진 가운데, 대한의사협회는 의료현안협의체에서 의대정원 정책 논의를 해야 한다고 30일 밝혔다.

의협은 이날 성명을 통해 “정부에서 지속해서 제안하고 있는 ‘의대정원 확대 방안’에 대해 모든 가능성을 열어두고 유연성 있",02100351.20240130144237002,"지역>충남, 지역>전북, 사회>교육_시험",2,support,unanimous,2,2,2,support,support,support,high,high,high,의대증원 발표 앞두고 의협 끝장토론 제안,의대증원 정책 의협 갈등 끝장토론 의정갈등 악재 명시,의대증원 의협 갈등 의정 충돌 바이오 악재 단정
48,첨단전략산업법,+,2차전지/에너지,-6,2024-04-03,메트로경제,"국내 유일 오가노이드 재생치료제, 국가첨단전략기술 인증","오가노이드 기반 재생치료제가 국가첨단전략기술로 인정을 받으며 글로벌 시장을 선도할 수 있는 새로운 산업군으로 발돋움할 전망이다. 
 
 오가노이드사이언스는 22일 자사의 '오가노이드 기반 재생치료제 아톰(ATORM)'에 대한 국가첨단전략기술 인정서를 발급 받았다고 밝혔다. 국내에서 오가노이드 재생치료제 기술을 보유한 기업은 오가노이드사이언스가 유일하다. 
",02100401.20240403140601002,"경제>산업_기업, 경제>반도체",2,support,unanimous,2,2,2,support,support,support,medium,high,high,오가노이드 재생치료제 국가첨단전략기술 인증,국가첨단전략기술 인증 첨단전략산업법 적용 호재 명시,국가첨단전략기술 인증 발급 첨단전략산업 호재 단정
23,8·31 대책,-,부동산/건설,-2,2005-08-29,파이낸셜뉴스,한부총리，잠재성장률 제고방안 지시,"한덕수 부총리겸 재정경제부 장관은 29일 “소비와 설비투자 촉진책을 마련해 잠재성장률을 올릴 수 있도록 정책 방안을 검토하라”고 지시했다.
한 부총리는 이날 재경부 간부회의에서 “개방, 경쟁촉진, 교육훈련 투자확대, 여성과 외국인 인력 활용 등으로 잠재성장률 상승이 가능하다”면서“이를 위해 적극적인 노력을 기울여달라”고 말했다.
그는 또 최근 빈발하는 금융",02100501.20160206102910983,"경제>산업_기업, 경제>국제경제, 경제>금융_재테크",1,neutral,unanimous,1,1,1,neutral,neutral,neutral,low,low,low,"잠재성장률 정책 지시, 8·31대책 약함","한부총리 잠재성장률 지시, 8·31 직접 언급 없음",재경부 회의 보도로 8·31 부동산 대책과 직접 연결 약함
23,8·31 대책,-,부동산/건설,2,2005-09-02,파이낸셜뉴스,[말말말]“투기적 부동산 버블의 연착륙을 유도하고…” 外,▲“투기적 부동산 버블의 연착륙을 유도하고 시장원리에 따라 특정 지역에 공급을 적절히 확대해야 한다.”=대한상공회의소. 2일 최근 우리 경제가 저성장의 늪에 빠진 것은 막대한 시중자금이 기업투자로 이어지지 않고 투기 자본화하는 등 자금 선순환 구조가 붕괴되고 경제 고도화 과정에서 일자리 창출 능력이 구조적으로 약화된 데 주요 원인이 있다며 저성장 탈출을 위,02100501.20160206103500808,경제>경제일반,2,neutral,needs_review_low,2,2,2,neutral,neutral,support,medium,medium,low,8·31 대책 부동산 버블 연착륙 양측 의견,8·31 대책 관련 양측 발언 모음,"8·31 대책 부동산 버블 연착륙, 규제 효과 맥락"
33,황우석 폭로,-,바이오/제약,28,2006-01-12,파이낸셜뉴스,미즈메디·한양대 조작가담의혹 확산,"황우석 교수팀 논문조작에 연루된 서울대 교수들에 대한 징계 절차가 예고된 가운데 서울대 조사위원회가 미처 밝혀내지 못한 미즈메디병원과 한양대 소속 관련자들의 `논문조작' 개입 여부에 의혹이 쏠리고 있다.
줄기세포 배양, DNA 검사, 사진 데이터 작성 등을 맡았던 이들이 논문 조작에가담했는지 여부는 외부기관을 강제조사할 수 없었던 서울대 조사위의 조사에선 ",02100501.20160206130121389,"IT_과학>과학, 사회>교육_시험",2,support,unanimous,2,2,2,support,support,support,medium,high,high,황우석 논문조작 의혹 미즈메디 한양대 가담 보도,황우석 폭로 논문조작 가담 의혹 확산 바이오 악재,황우석 논문조작 가담 의혹 확산 바이오 신뢰 악재 명확
24,세제완화,+,부동산/건설,0,2008-09-01,파이낸셜뉴스,[9·1 세제개편] 신규분양 시장 어떤 영향 미치나,"신규 분양시장에서는 9·1대책을 되레 ‘악재’로 받아들이고 있다. 무엇보다 1가구1주택 양도세 비과세 거주요건이 강화돼 투자수요가 줄어들 수 있다는 이유에서다. 실거주자가 아니면 신규 분양을 받기가 부담스러운 상황이다. 더불어 거주요건이 추가되는 지역에서는 이미 분양받은 계약자들이 반발할 가능성도 있다.
■신규 분양시장엔 되레 ‘악재’
이번 조치로 신규 분",02100501.20160207033638723,"경제>부동산, 경제>산업_기업",2,contradict,unanimous,2,2,2,contradict,contradict,contradict,medium,high,high,9·1대책을 신규분양 시장에서 악재로 평가,"세제완화에도 분양시장 악재 평가, 호재 정책에 악재 근거","9·1 세제개편을 분양시장 악재로 단정, 호재정책에 부정 평가"
25,보금자리 150만,+,부동산/건설,11,2008-09-30,파이낸셜뉴스,[분당 16배 규모 그린벨트 해제] 투기자본 몰려 땅값 상승 우려,"정부가 주택과 산업용지 공급을 확대하기 위해 개발제한구역(그린벨트)을 대폭 해제키로 했지만 넘어야 할 과제도 많다. 당장 환경 훼손을 우려한 환경단체들의 반발과 함께 투기로 인한 땅값 상승도 예상되고 있다. 특히 그린벨트 해제지역에 무주택 서민들을 위한 임대주택이 대거 들어설 계획이어서 인근지역 주민들의 반대도 넘어야 할 산이다.
하지만 일각에서는 녹지로서",02100501.20160207045726468,경제>부동산,2,neutral,majority_auto,2,2,2,neutral,neutral,contradict,medium,medium,medium,그린벨트 해제 양면 우려 균형 보도,주택공급 확대 정책 환경훼손·투기 우려 균형 보도,"보금자리 관련 그린벨트 해제 부작용 우려, 호재성 약화"
20,자본시장법,+,금융/증권,-20,2009-01-15,파이낸셜뉴스,증권사，고객 투자성향 맞춰 상품 판다,은행이자로 생활하던 은퇴자 김씨(67)가 퇴직금을 불려볼 요량으로 증권사 객장을 찾았더니 증권사 직원은 원금이 보장되는 주가연계증권(ELS) 상품을 권했다. 김씨는 아들이 최근 투자해서 재미를 보았다는 주식워런트증권(ELW) 이야기를 꺼내보았으나 증권사 직원은 적극적으로 원금보장 ELS 상품을 권유했다. 김씨가 만 65세 이상이고 주식투자 경험이 과거 적립,02100501.20160207094019715,"경제>증권_증시, 경제>금융_재테크, 경제>국제경제",2,support,unanimous,2,2,2,support,support,support,medium,high,high,"투자자 성향 맞춤 상품 판매, 자본시장법 적용","자본시장법 시행 투자자보호 사례 보도, 호재","자본시장법 투자자성향 맞춤 판매 정착, 호재"
20,자본시장법,+,금융/증권,-6,2009-01-29,파이낸셜뉴스,자본시장통합법 시행에 따른 상장규정 개정,"자본시장통합법 시행으로 상장규정이 개정된다.29일 증권선물거래소는 ‘자본시장과 금융투자업에 관한법률상법’, ‘상법’ 및 ‘주식회사 외부감사에 관한 법률 시행령’ 개정 등을 반영한 유가증권시장 및 코스닥 시장 상장규정 개정(안)이 지난 28일 금융위원회의 승인을 받음에 따라 개정된 규정을 다음달 4일부터 시행한다고 밝혔다.이번 개정(안)을 살펴보면 자본시장통",02100501.20160207101544092,"경제>증권_증시, 경제>산업_기업, 경제>금융_재테크",2,neutral,needs_review_low,2,2,2,neutral,neutral,support,medium,medium,low,자본시장통합법 시행 상장규정 개정 사실보도,자본시장법 시행 상장규정 개정 사실 전달,"자본시장법 시행 상장규정 개정, 시장 제도 정비 호재"
20,자본시장법,+,금융/증권,7,2009-02-11,파이낸셜뉴스,증시 해빙기，증권사 “가자 해외로”,"증권사들이 올 들어 해외진출을 놓고 치열한 경쟁을 벌이고 있다. 특히 자본시장통합법 시행으로 글로벌 투자은행(IB)으로 발돋움할 수 있는 길이 열리자 각 증권사별로 해외인재 영입 및 사무소, 지점 설립 등 적극적인 해외공략에 나서고 있다. 지난해 글로벌 금융위기와 증시침체로 해외진출을 가급적 자제하면서 위험관리에 힘쓰던 모습과는 상반된 상황이다. 증시 전문",02100501.20160207105112529,"경제>산업_기업, 경제>증권_증시, 경제>자원",2,support,unanimous,2,2,2,support,support,support,medium,high,high,자본시장통합법 시행 후 증권사 해외진출 활성화,"자본시장법 IB 발돋움 해외진출, 정책 호재","자본시장통합법 글로벌 IB 도약 기회, 호재 명확"
20,자본시장법,+,금융/증권,20,2009-02-24,파이낸셜뉴스,자본시장법 A to Z:현명한 투자자 되기,‘아는 만큼 보인다’는 말이 있다. 자본시장법 시행으로 펀드 투자자보호가 강화된 만큼 펀드 가입을 고려하는 투자자들은 사전정보를 수집하는 노력이 필요하다. 또 펀드가입 과정 및 환매 정보를 어디서 확인할 수 있는지도 체크해야 한다. 펀드투자 과정은 크게 △가입 전 학습 △영업점 방문 △펀드가입 △펀드보유 및 환매 등으로 이뤄진다. 금융감독원은 24일 펀드 ,02100501.20160207113030205,"경제>금융_재테크, 경제>증권_증시, 경제>산업_기업",2,support,unanimous,2,2,2,support,support,support,high,high,high,자본시장법 펀드 투자자 보호 가이드,자본시장법 시행 투자자 보호 강화 호재 명시,자본시장법 투자자 보호 강화 펀드 가이드 호재 단정
35,쌍벌제,-,바이오/제약,-11,2010-11-17,파이낸셜뉴스,시행 코앞 쌍벌제 하위법령 무산 위기,쌍벌제 하위법령이 무산 위기에 놓였다. 시행을 열흘 앞두고 벌어진 일이다. 규제개혁위원회(규개위)는 지난 11일 명절선물과 경조사비 등 리베이트 쌍벌죄의 예외 규정에 대한 문제점을 제기하며 보건복지부에 쌍벌제 시행규칙 재검토를 요청했다. 하지만 복지부가 쌍벌제 원안을 그대로 제출할 경우 규개위는 쌍벌제 원안을 수용하지 않을 태세여서 난항이 예상된다. 이에 ,02100501.20160208122746747,,2,contradict,needs_review_low,1,2,2,contradict,contradict,contradict,low,medium,medium,"쌍벌제 시행규칙 무산 위기, 악재정책 약화","쌍벌제 하위법령 무산 위기, 악재 정책 약화","쌍벌제 시행 코앞 하위법령 무산 위기, 악재정책 약화 contradict"
35,쌍벌제,-,바이오/제약,1,2010-11-29,파이낸셜뉴스,"동아제약, 브랜드파워 등 경쟁력 우위"," SK증권 하태기 애널리스트는 29일 동아제약에 대해 ""브랜드파워와 연구개발능력, 마케팅력 등을 감안하면 새로운 영업환경에 잘 적응할 수 있는 유리한 조건을 갖췄다""  투자의견 매수 및 목표주가 16만3000원을 유지했다. 아울러 내년 영업실적 전망도 긍정적이라고 평가했다. 특히 수퍼항생제와 위장운동개선제 등이 제품화를 앞두고 있는 점도 주목해야한다고 지적",02100501.20160208125458310,"경제>유통, 경제>증권_증시, 경제>반도체",2,contradict,needs_review_low,1,2,2,contradict,contradict,contradict,low,medium,medium,"동아제약 경쟁력 우위 평가, 쌍벌제 적응 호평","쌍벌제 시행에도 동아제약 영업환경 적응 우위, 악재성 약화","쌍벌제 새 영업환경에 동아제약 잘 적응, 악재성 부정"
35,쌍벌제,-,바이오/제약,11,2010-12-09,파이낸셜뉴스,"종근당, 목표주가 3만원으로 하향","토러스투자증권 김미현 애널리스트는 9일 종근당에 대해 ""내년 전세계적으로 많은 의약품의 특허가 만료될 것으로 예상됨에 따라 제네릭 의약품 의존도가 높은 국내 제약사가 보다 유리해 국내 대표적 제네릭 플레이어인 종금당의 수혜가 예상된다""면서 목표주가를 3만원으로 내려잡았다.  김 애널리스트는 ""실적 비수기(4분기, 1분기) 및 매출 1위 품목 딜라트렌의 약가",02100501.20160208131609378,"경제>유통, IT_과학>IT_과학일반, 경제>증권_증시",2,support,unanimous,2,2,2,support,support,support,medium,high,medium,종근당 약가인하 영향 목표주가 하향,쌍벌제 시기 종근당 약가인하 영향 목표주가 하향,쌍벌제 시기 종근당 약가인하 목표주가 하향 악재
35,쌍벌제,-,바이오/제약,16,2010-12-14,파이낸셜뉴스,제약업계，잇단 악재 딛고 회복세,"제약업계가 서서히 어두운 터널을 벗어나고 있다. 14일 제약업계와 증권사 집계에 따르면 지난 11월 원외처방의 전년 대비 성장률이 상위 10개사 -1.1%, 상위 5개사 -3%로 추정됐다. 리베이트 근절과 쌍벌제 등 각종 악제로 지난 6월 이후 이어온 마이너스 기조를 아직 벗어나진 못했지만 최악의 상황이던 지난 10월 두자릿수 하락률을 기록했던 것을 감안하",02100501.20160208132922154,"경제>유통, 경제>증권_증시, 경제>자동차",2,support,unanimous,2,2,2,support,support,support,medium,medium,high,쌍벌제 등 악재 잔존 제약업계 회복세 보도,쌍벌제 영향 제약업계 마이너스 기조 악재 효과,쌍벌제 등 악재로 제약업계 마이너스 기조 명확
14,공매도 금지 2차,+,금융/증권,-29,2011-07-12,파이낸셜뉴스,"伊, 주가급락 공매도 금지",이탈리아의 재정위기가 고조되면서 주가 하락에 베팅하는 경우가 늘자 이탈리아 규제당국이 공매(숏셀링) 규제에 나섰다.숏셀링은 보유하지 않는 주식을 빌려 매도하는 방법으로 주가하락을 예상해 시세차익을 노리는 것을 말한다.11일(이하 현지시간) 블룸버그통신에 따르면 이날 FTSE 이탈리아 종합주가지수가 최근 2년래 최저치로 하락하면서 투자자들이 주가하락에 베팅하,02100501.20160208220456183,"경제>증권_증시, 국제>유럽_EU, 경제>국제경제",2,neutral,needs_review_low,2,2,2,neutral,neutral,support,medium,medium,low,"이탈리아 공매도 규제 사실보도, 한국 정책 간접 맥락","이탈리아 공매도 금지 사실보도, 시장안정 조치","이탈리아 공매도 금지 사실보도, 공매도 금지 효과 맥락"
